model,displ,cyl,trans,drive,fuel,cert_region,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
LAND ROVER Range Rover Evoque,2.0,4,SemiAuto-9,4WD,Gasoline,FA,small SUV,7.0,21.0,29.0,24.0,5.0,No
LAND ROVER Range Rover Evoque,2.0,4,SemiAuto-9,4WD,Gasoline,FA,small SUV,7.0,22.0,29.0,25.0,5.0,No
LAND ROVER Range Rover Evoque Cabriolet,2.0,4,SemiAuto-9,4WD,Gasoline,CA,small SUV,7.0,21.0,29.0,24.0,5.0,No
LAND ROVER Range Rover Evoque Cabriolet,2.0,4,SemiAuto-9,4WD,Gasoline,FA,small SUV,7.0,21.0,29.0,24.0,5.0,No
LAND ROVER Range Rover LWB,5.0,8,SemiAuto-8,4WD,Gasoline,CA,standard SUV,3.0,13.0,19.0,15.0,2.0,No
LAND ROVER Range Rover LWB,5.0,8,SemiAuto-8,4WD,Gasoline,CA,standard SUV,3.0,16.0,21.0,18.0,3.0,No
LAND ROVER Range Rover LWB,5.0,8,SemiAuto-8,4WD,Gasoline,FA,standard SUV,3.0,13.0,19.0,15.0,2.0,No
LAND ROVER Range Rover LWB,5.0,8,SemiAuto-8,4WD,Gasoline,FA,standard SUV,3.0,16.0,21.0,18.0,3.0,No
LAND ROVER Range Rover Sport,3.0,6,SemiAuto-8,4WD,Diesel,CA,standard SUV,1.0,22.0,28.0,24.0,4.0,No
LAND ROVER Range Rover Sport,3.0,6,SemiAuto-8,4WD,Diesel,FA,standard SUV,1.0,22.0,28.0,24.0,4.0,No
LAND ROVER Range Rover Sport,3.0,6,SemiAuto-8,4WD,Gasoline,CA,standard SUV,7.0,17.0,23.0,19.0,3.0,No
LAND ROVER Range Rover Sport,3.0,6,SemiAuto-8,4WD,Gasoline,FA,standard SUV,7.0,17.0,23.0,19.0,3.0,No
LAND ROVER Range Rover Sport,5.0,8,SemiAuto-8,4WD,Gasoline,CA,standard SUV,3.0,15.0,20.0,16.0,2.0,No
LAND ROVER Range Rover Sport,5.0,8,SemiAuto-8,4WD,Gasoline,CA,standard SUV,3.0,17.0,22.0,19.0,3.0,No
LAND ROVER Range Rover Sport,5.0,8,SemiAuto-8,4WD,Gasoline,FA,standard SUV,3.0,15.0,20.0,16.0,2.0,No
LAND ROVER Range Rover Sport,5.0,8,SemiAuto-8,4WD,Gasoline,FA,standard SUV,3.0,17.0,22.0,19.0,3.0,No
LAND ROVER Range Rover Velar,2.0,4,SemiAuto-8,4WD,Diesel,CA,small SUV,1.0,26.0,30.0,28.0,5.0,No
LAND ROVER Range Rover Velar,2.0,4,SemiAuto-8,4WD,Diesel,FA,small SUV,1.0,26.0,30.0,28.0,5.0,No
LAND ROVER Range Rover Velar,2.0,4,SemiAuto-8,4WD,Gasoline,CA,small SUV,7.0,21.0,27.0,23.0,5.0,No
LAND ROVER Range Rover Velar,2.0,4,SemiAuto-8,4WD,Gasoline,FA,small SUV,7.0,21.0,27.0,23.0,5.0,No
LAND ROVER Range Rover Velar,3.0,6,SemiAuto-8,4WD,Gasoline,CA,small SUV,7.0,18.0,24.0,20.0,4.0,No
LAND ROVER Range Rover Velar,3.0,6,SemiAuto-8,4WD,Gasoline,FA,small SUV,7.0,18.0,24.0,20.0,4.0,No
LEXUS ES 300h,2.5,4,SCV-6,2WD,Gasoline,CA,midsize car,7.0,40.0,39.0,40.0,9.0,Yes
LEXUS ES 300h,2.5,4,SCV-6,2WD,Gasoline,FA,midsize car,7.0,40.0,39.0,40.0,9.0,Yes
LEXUS ES 350,3.5,6,SemiAuto-6,2WD,Gasoline,FA,midsize car,3.0,21.0,30.0,24.0,5.0,No
LEXUS ES 350,3.5,6,SemiAuto-6,2WD,Gasoline,CA,midsize car,3.0,21.0,30.0,24.0,5.0,No
LEXUS GS 300,2.0,4,SemiAuto-8,2WD,Gasoline,CA,midsize car,3.0,22.0,32.0,26.0,5.0,No
LEXUS GS 300,2.0,4,SemiAuto-8,2WD,Gasoline,FA,midsize car,3.0,22.0,32.0,26.0,5.0,No
LEXUS GS 300 F Sport,2.0,4,SemiAuto-8,2WD,Gasoline,CA,midsize car,3.0,21.0,30.0,24.0,5.0,No
LEXUS GS 300 F Sport,2.0,4,SemiAuto-8,2WD,Gasoline,FA,midsize car,3.0,21.0,30.0,24.0,5.0,No
LEXUS GS 350,3.5,6,SemiAuto-6,4WD,Gasoline,CA,midsize car,5.0,19.0,26.0,22.0,4.0,No
LEXUS GS 350,3.5,6,SemiAuto-6,4WD,Gasoline,FA,midsize car,5.0,19.0,26.0,22.0,4.0,No
LEXUS GS 350,3.5,6,SemiAuto-8,2WD,Gasoline,CA,midsize car,5.0,20.0,28.0,23.0,5.0,No
LEXUS GS 350,3.5,6,SemiAuto-8,2WD,Gasoline,FA,midsize car,5.0,20.0,28.0,23.0,5.0,No
LEXUS GS 350 F Sport,3.5,6,SemiAuto-8,2WD,Gasoline,CA,midsize car,5.0,19.0,27.0,22.0,4.0,No
LEXUS GS 350 F Sport,3.5,6,SemiAuto-8,2WD,Gasoline,FA,midsize car,5.0,19.0,27.0,22.0,4.0,No
LEXUS GS 450h,3.5,6,SCV-8,2WD,Gasoline,CA,midsize car,7.0,29.0,34.0,31.0,7.0,Yes
LEXUS GS 450h,3.5,6,SCV-8,2WD,Gasoline,FA,midsize car,7.0,29.0,34.0,31.0,7.0,Yes
LEXUS GS F,5.0,8,SemiAuto-8,2WD,Gasoline,CA,small car,5.0,16.0,24.0,19.0,3.0,No
LEXUS GS F,5.0,8,SemiAuto-8,2WD,Gasoline,FA,small car,5.0,16.0,24.0,19.0,3.0,No
LEXUS GX 460,4.6,8,SemiAuto-6,4WD,Gasoline,FA,standard SUV,3.0,15.0,18.0,16.0,2.0,No
LEXUS GX 460,4.6,8,SemiAuto-6,4WD,Gasoline,CA,standard SUV,3.0,15.0,18.0,16.0,2.0,No
LEXUS IS 300,2.0,4,SemiAuto-8,2WD,Gasoline,CA,small car,3.0,22.0,32.0,26.0,5.0,No
LEXUS IS 300,2.0,4,SemiAuto-8,2WD,Gasoline,FA,small car,3.0,22.0,32.0,26.0,5.0,No
LEXUS IS 300,3.5,6,SemiAuto-6,4WD,Gasoline,CA,small car,5.0,19.0,26.0,22.0,4.0,No
LEXUS IS 300,3.5,6,SemiAuto-6,4WD,Gasoline,FA,small car,5.0,19.0,26.0,22.0,4.0,No
LEXUS IS 350,3.5,6,SemiAuto-6,4WD,Gasoline,CA,small car,5.0,19.0,26.0,22.0,4.0,No
LEXUS IS 350,3.5,6,SemiAuto-6,4WD,Gasoline,FA,small car,5.0,19.0,26.0,22.0,4.0,No
LEXUS IS 350,3.5,6,SemiAuto-8,2WD,Gasoline,CA,small car,5.0,20.0,28.0,23.0,5.0,No
LEXUS IS 350,3.5,6,SemiAuto-8,2WD,Gasoline,FA,small car,5.0,20.0,28.0,23.0,5.0,No
LEXUS LC 500,5.0,8,SemiAuto-10,2WD,Gasoline,CA,small car,5.0,16.0,26.0,19.0,3.0,No
LEXUS LC 500,5.0,8,SemiAuto-10,2WD,Gasoline,FA,small car,5.0,16.0,26.0,19.0,3.0,No
LEXUS LC 500h,3.5,6,SCV-10,2WD,Gasoline,CA,small car,7.0,26.0,35.0,30.0,7.0,Yes
LEXUS LC 500h,3.5,6,SCV-10,2WD,Gasoline,FA,small car,7.0,26.0,35.0,30.0,7.0,Yes
LEXUS LS 500,3.4,6,SemiAuto-10,2WD,Gasoline,CA,midsize car,3.0,19.0,30.0,23.0,5.0,No
LEXUS LS 500,3.4,6,SemiAuto-10,2WD,Gasoline,FA,midsize car,3.0,19.0,30.0,23.0,5.0,No
LEXUS LS 500,3.4,6,SemiAuto-10,4WD,Gasoline,CA,midsize car,3.0,18.0,27.0,21.0,4.0,No
LEXUS LS 500,3.4,6,SemiAuto-10,4WD,Gasoline,FA,midsize car,3.0,18.0,27.0,21.0,4.0,No
LEXUS LS 500h,3.5,6,SCV-10,2WD,Gasoline,CA,midsize car,7.0,25.0,33.0,28.0,6.0,No
LEXUS LS 500h,3.5,6,SCV-10,2WD,Gasoline,FA,midsize car,7.0,25.0,33.0,28.0,6.0,No
LEXUS LS 500h,3.5,6,SCV-10,4WD,Gasoline,CA,midsize car,7.0,23.0,31.0,26.0,5.0,No
LEXUS LS 500h,3.5,6,SCV-10,4WD,Gasoline,FA,midsize car,7.0,23.0,31.0,26.0,5.0,No
LEXUS LX 570,5.7,8,SemiAuto-8,4WD,Gasoline,FA,standard SUV,3.0,13.0,18.0,15.0,2.0,No
LEXUS LX 570,5.7,8,SemiAuto-8,4WD,Gasoline,CA,standard SUV,3.0,13.0,18.0,15.0,2.0,No
LEXUS NX 300,2.0,4,SemiAuto-6,2WD,Gasoline,CA,small SUV,3.0,22.0,28.0,25.0,5.0,No
LEXUS NX 300,2.0,4,SemiAuto-6,2WD,Gasoline,FA,small SUV,3.0,22.0,28.0,25.0,5.0,No
LEXUS NX 300,2.0,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,3.0,22.0,28.0,24.0,5.0,No
LEXUS NX 300,2.0,4,SemiAuto-6,4WD,Gasoline,FA,small SUV,3.0,22.0,28.0,24.0,5.0,No
LEXUS NX 300 F Sport,2.0,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,3.0,22.0,27.0,24.0,5.0,No
LEXUS NX 300 F Sport,2.0,4,SemiAuto-6,4WD,Gasoline,FA,small SUV,3.0,22.0,27.0,24.0,5.0,No
LEXUS NX 300h,2.5,4,SCV-6,4WD,Gasoline,CA,small SUV,7.0,33.0,30.0,31.0,7.0,Yes
LEXUS NX 300h,2.5,4,SCV-6,4WD,Gasoline,FA,small SUV,7.0,33.0,30.0,31.0,7.0,Yes
LEXUS RC 300,2.0,4,SemiAuto-8,2WD,Gasoline,CA,small car,3.0,22.0,32.0,26.0,5.0,No
LEXUS RC 300,2.0,4,SemiAuto-8,2WD,Gasoline,FA,small car,3.0,22.0,32.0,26.0,5.0,No
LEXUS RC 300,3.5,6,SemiAuto-6,4WD,Gasoline,CA,small car,5.0,18.0,24.0,21.0,4.0,No
LEXUS RC 300,3.5,6,SemiAuto-6,4WD,Gasoline,FA,small car,5.0,18.0,24.0,21.0,4.0,No
LEXUS RC 350,3.5,6,SemiAuto-6,4WD,Gasoline,CA,small car,5.0,18.0,24.0,21.0,4.0,No
LEXUS RC 350,3.5,6,SemiAuto-6,4WD,Gasoline,FA,small car,5.0,18.0,24.0,21.0,4.0,No
LEXUS RC 350,3.5,6,SemiAuto-8,2WD,Gasoline,CA,small car,5.0,20.0,28.0,23.0,5.0,No
LEXUS RC 350,3.5,6,SemiAuto-8,2WD,Gasoline,FA,small car,5.0,20.0,28.0,23.0,5.0,No
LEXUS RC F,5.0,8,SemiAuto-8,2WD,Gasoline,CA,small car,5.0,16.0,25.0,19.0,3.0,No
LEXUS RC F,5.0,8,SemiAuto-8,2WD,Gasoline,FA,small car,5.0,16.0,25.0,19.0,3.0,No
LEXUS RX 350,3.5,6,SemiAuto-8,2WD,Gasoline,CA,small SUV,5.0,20.0,27.0,23.0,5.0,No
LEXUS RX 350,3.5,6,SemiAuto-8,2WD,Gasoline,FA,small SUV,5.0,20.0,27.0,23.0,5.0,No
LEXUS RX 350,3.5,6,SemiAuto-8,4WD,Gasoline,CA,small SUV,5.0,19.0,26.0,22.0,4.0,No
LEXUS RX 350,3.5,6,SemiAuto-8,4WD,Gasoline,FA,small SUV,5.0,19.0,26.0,22.0,4.0,No
LEXUS RX 350 L,3.5,6,SemiAuto-8,2WD,Gasoline,CA,small SUV,5.0,19.0,26.0,22.0,4.0,No
LEXUS RX 350 L,3.5,6,SemiAuto-8,2WD,Gasoline,FA,small SUV,5.0,19.0,26.0,22.0,4.0,No
LEXUS RX 350 L,3.5,6,SemiAuto-8,4WD,Gasoline,CA,small SUV,5.0,18.0,25.0,21.0,4.0,No
LEXUS RX 350 L,3.5,6,SemiAuto-8,4WD,Gasoline,FA,small SUV,5.0,18.0,25.0,21.0,4.0,No
LEXUS RX 450h,3.5,6,SCV-6,4WD,Gasoline,CA,standard SUV,7.0,31.0,28.0,30.0,7.0,Yes
LEXUS RX 450h,3.5,6,SCV-6,4WD,Gasoline,FA,standard SUV,7.0,31.0,28.0,30.0,7.0,Yes
LEXUS RX 450h L,3.5,6,SCV-6,4WD,Gasoline,CA,standard SUV,7.0,29.0,28.0,29.0,6.0,No
LEXUS RX 450h L,3.5,6,SCV-6,4WD,Gasoline,FA,standard SUV,7.0,29.0,28.0,29.0,6.0,No
LINCOLN Continental,2.7,6,SemiAuto-6,2WD,Gasoline,CA,large car,5.0,18.0,27.0,21.0,4.0,No
LINCOLN Continental,2.7,6,SemiAuto-6,2WD,Gasoline,FA,large car,5.0,18.0,27.0,21.0,4.0,No
LINCOLN Continental,2.7,6,SemiAuto-6,4WD,Gasoline,CA,large car,5.0,17.0,25.0,20.0,4.0,No
LINCOLN Continental,2.7,6,SemiAuto-6,4WD,Gasoline,FA,large car,5.0,17.0,25.0,20.0,4.0,No
LINCOLN Continental,3.0,6,SemiAuto-6,4WD,Gasoline,CA,large car,5.0,16.0,24.0,19.0,3.0,No
LINCOLN Continental,3.0,6,SemiAuto-6,4WD,Gasoline,FA,large car,5.0,16.0,24.0,19.0,3.0,No
LINCOLN Continental,3.7,6,SemiAuto-6,2WD,Gasoline,CA,large car,3.0,17.0,26.0,20.0,4.0,No
LINCOLN Continental,3.7,6,SemiAuto-6,2WD,Gasoline,FA,large car,3.0,17.0,26.0,20.0,4.0,No
LINCOLN Continental,3.7,6,SemiAuto-6,4WD,Gasoline,CA,large car,3.0,16.0,24.0,19.0,3.0,No
LINCOLN Continental,3.7,6,SemiAuto-6,4WD,Gasoline,FA,large car,3.0,16.0,24.0,19.0,3.0,No
LINCOLN MKC,2.0,4,SemiAuto-6,2WD,Gasoline,CA,small SUV,5.0,21.0,28.0,23.0,5.0,No
LINCOLN MKC,2.0,4,SemiAuto-6,2WD,Gasoline,FA,small SUV,5.0,21.0,28.0,23.0,5.0,No
LINCOLN MKC,2.0,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,5.0,19.0,25.0,21.0,4.0,No
LINCOLN MKC,2.0,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,5.0,19.0,25.0,22.0,4.0,No
LINCOLN MKC,2.0,4,SemiAuto-6,4WD,Gasoline,FA,small SUV,5.0,19.0,25.0,21.0,4.0,No
LINCOLN MKC,2.0,4,SemiAuto-6,4WD,Gasoline,FA,small SUV,5.0,19.0,25.0,22.0,4.0,No
LINCOLN MKC,2.3,4,SemiAuto-6,4WD,Gasoline,FA,small SUV,3.0,18.0,25.0,20.0,4.0,No
LINCOLN MKC,2.3,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,3.0,18.0,25.0,20.0,4.0,No
LINCOLN MKT,3.5,6,SemiAuto-6,4WD,Gasoline,FA,standard SUV,3.0,15.0,21.0,17.0,3.0,No
LINCOLN MKT,3.5,6,SemiAuto-6,4WD,Gasoline,CA,standard SUV,3.0,15.0,21.0,17.0,3.0,No
LINCOLN MKT,3.7,6,SemiAuto-6,2WD,Gasoline,FA,standard SUV,3.0,16.0,24.0,19.0,3.0,No
LINCOLN MKT,3.7,6,SemiAuto-6,2WD,Gasoline,CA,standard SUV,3.0,16.0,24.0,19.0,3.0,No
LINCOLN MKT Livery,3.7,6,Auto-6,4WD,Gasoline,FA,special purpose,3.0,16.0,23.0,18.0,3.0,No
LINCOLN MKT Livery,3.7,6,Auto-6,4WD,Gasoline,CA,special purpose,3.0,16.0,23.0,18.0,3.0,No
LINCOLN MKX,2.7,6,SemiAuto-6,2WD,Gasoline,CA,small SUV,5.0,18.0,25.0,20.0,4.0,No
LINCOLN MKX,2.7,6,SemiAuto-6,2WD,Gasoline,FA,small SUV,5.0,18.0,25.0,20.0,4.0,No
LINCOLN MKX,2.7,6,SemiAuto-6,4WD,Gasoline,CA,small SUV,5.0,17.0,24.0,19.0,3.0,No
LINCOLN MKX,2.7,6,SemiAuto-6,4WD,Gasoline,FA,small SUV,5.0,17.0,24.0,19.0,3.0,No
LINCOLN MKX,3.7,6,SemiAuto-6,2WD,Gasoline,CA,small SUV,3.0,17.0,25.0,20.0,4.0,No
LINCOLN MKX,3.7,6,SemiAuto-6,2WD,Gasoline,FA,small SUV,3.0,17.0,25.0,20.0,4.0,No
LINCOLN MKX,3.7,6,SemiAuto-6,4WD,Gasoline,CA,small SUV,3.0,16.0,23.0,19.0,3.0,No
LINCOLN MKX,3.7,6,SemiAuto-6,4WD,Gasoline,FA,small SUV,3.0,16.0,23.0,19.0,3.0,No
LINCOLN MKZ,2.0,4,SemiAuto-6,2WD,Gasoline,CA,midsize car,5.0,21.0,31.0,24.0,5.0,No
LINCOLN MKZ,2.0,4,SemiAuto-6,2WD,Gasoline,FA,midsize car,5.0,21.0,31.0,24.0,5.0,No
LINCOLN MKZ,2.0,4,SemiAuto-6,4WD,Gasoline,CA,midsize car,5.0,20.0,28.0,23.0,5.0,No
LINCOLN MKZ,2.0,4,SemiAuto-6,4WD,Gasoline,FA,midsize car,5.0,20.0,28.0,23.0,5.0,No
LINCOLN MKZ,3.0,6,SemiAuto-6,2WD,Gasoline,CA,midsize car,5.0,18.0,27.0,21.0,4.0,No
LINCOLN MKZ,3.0,6,SemiAuto-6,2WD,Gasoline,FA,midsize car,5.0,18.0,27.0,21.0,4.0,No
LINCOLN MKZ,3.0,6,SemiAuto-6,4WD,Gasoline,CA,midsize car,5.0,17.0,26.0,20.0,4.0,No
LINCOLN MKZ,3.0,6,SemiAuto-6,4WD,Gasoline,FA,midsize car,5.0,17.0,26.0,20.0,4.0,No
LINCOLN MKZ Hybrid,2.0,4,CVT,2WD,Gasoline,CA,midsize car,7.0,41.0,38.0,40.0,9.0,Yes
LINCOLN MKZ Hybrid,2.0,4,CVT,2WD,Gasoline,FA,midsize car,7.0,41.0,38.0,40.0,9.0,Yes
LINCOLN Navigator,3.5,6,SemiAuto-10,2WD,Gasoline,CA,standard SUV,5.0,16.0,23.0,19.0,3.0,No
LINCOLN Navigator,3.5,6,SemiAuto-10,2WD,Gasoline,FA,standard SUV,5.0,16.0,23.0,19.0,3.0,No
LINCOLN Navigator,3.5,6,SemiAuto-10,4WD,Gasoline,CA,standard SUV,5.0,16.0,21.0,18.0,3.0,No
LINCOLN Navigator,3.5,6,SemiAuto-10,4WD,Gasoline,FA,standard SUV,5.0,16.0,21.0,18.0,3.0,No
LINCOLN Navigator L,3.5,6,SemiAuto-10,2WD,Gasoline,CA,standard SUV,5.0,16.0,22.0,18.0,3.0,No
LINCOLN Navigator L,3.5,6,SemiAuto-10,2WD,Gasoline,FA,standard SUV,5.0,16.0,22.0,18.0,3.0,No
MASERATI Ghibli,3.0,6,Auto-8,2WD,Gasoline,CA,midsize car,1.0,17.0,24.0,19.0,3.0,No
MASERATI Ghibli,3.0,6,Auto-8,2WD,Gasoline,FA,midsize car,1.0,17.0,24.0,19.0,3.0,No
MASERATI Ghibli S,3.0,6,Auto-8,2WD,Gasoline,CA,midsize car,1.0,16.0,24.0,19.0,3.0,No
MASERATI Ghibli S,3.0,6,Auto-8,2WD,Gasoline,FA,midsize car,1.0,16.0,24.0,19.0,3.0,No
MASERATI Ghibli S Q4,3.0,6,Auto-8,4WD,Gasoline,CA,midsize car,1.0,16.0,24.0,19.0,3.0,No
MASERATI Ghibli S Q4,3.0,6,Auto-8,4WD,Gasoline,FA,midsize car,1.0,16.0,24.0,19.0,3.0,No
MASERATI Granturismo,4.7,8,Auto-6,2WD,Gasoline,CA,small car,1.0,13.0,21.0,16.0,2.0,No
MASERATI Granturismo,4.7,8,Auto-6,2WD,Gasoline,FA,small car,1.0,13.0,21.0,16.0,2.0,No
MASERATI Granturismo Convertible,4.7,8,Auto-6,2WD,Gasoline,CA,small car,1.0,13.0,20.0,15.0,2.0,No
MASERATI Granturismo Convertible,4.7,8,Auto-6,2WD,Gasoline,FA,small car,1.0,13.0,20.0,15.0,2.0,No
MASERATI Levante,3.0,8,Auto-8,4WD,Gasoline,CA,standard SUV,1.0,14.0,20.0,16.0,2.0,No
MASERATI Levante,3.0,8,Auto-8,4WD,Gasoline,FA,standard SUV,1.0,14.0,20.0,16.0,2.0,No
MASERATI Levante S,3.0,8,Auto-8,4WD,Gasoline,CA,standard SUV,1.0,14.0,19.0,16.0,2.0,No
MASERATI Levante S,3.0,8,Auto-8,4WD,Gasoline,FA,standard SUV,1.0,14.0,19.0,16.0,2.0,No
MASERATI Quattroporte S,3.0,6,Auto-8,2WD,Gasoline,CA,large car,1.0,16.0,23.0,18.0,3.0,No
MASERATI Quattroporte S,3.0,6,Auto-8,2WD,Gasoline,FA,large car,1.0,16.0,23.0,18.0,3.0,No
MASERATI Quattroporte S Q4,3.0,6,Auto-8,4WD,Gasoline,CA,large car,1.0,16.0,23.0,18.0,3.0,No
MASERATI Quattroporte S Q4,3.0,6,Auto-8,4WD,Gasoline,FA,large car,1.0,16.0,23.0,18.0,3.0,No
MASERATI Quattroporte V8,3.8,8,Auto-8,2WD,Gasoline,FA,large car,1.0,15.0,22.0,17.0,3.0,No
MAZDA 2,1.5,4,Man-6,2WD,Gasoline,CA,small car,3.0,30.0,39.0,34.0,8.0,Yes
MAZDA 2,1.5,4,Man-6,2WD,Gasoline,FA,small car,3.0,30.0,39.0,34.0,8.0,Yes
MAZDA 2,1.5,4,SemiAuto-6,2WD,Gasoline,CA,small car,3.0,32.0,40.0,35.0,8.0,Yes
MAZDA 2,1.5,4,SemiAuto-6,2WD,Gasoline,FA,small car,3.0,32.0,40.0,35.0,8.0,Yes
MAZDA 3,2.0,4,Man-6,2WD,Gasoline,CA,midsize car,7.0,27.0,37.0,31.0,7.0,Yes
MAZDA 3,2.0,4,Man-6,2WD,Gasoline,CA,small car,7.0,28.0,38.0,31.0,7.0,Yes
MAZDA 3,2.0,4,Man-6,2WD,Gasoline,FA,midsize car,7.0,27.0,37.0,31.0,7.0,Yes
MAZDA 3,2.0,4,Man-6,2WD,Gasoline,FA,small car,7.0,28.0,38.0,31.0,7.0,Yes
MAZDA 3,2.0,4,SemiAuto-6,2WD,Gasoline,CA,midsize car,7.0,28.0,37.0,32.0,7.0,Yes
MAZDA 3,2.0,4,SemiAuto-6,2WD,Gasoline,CA,small car,7.0,28.0,37.0,31.0,7.0,Yes
MAZDA 3,2.0,4,SemiAuto-6,2WD,Gasoline,FA,midsize car,7.0,28.0,37.0,32.0,7.0,Yes
MAZDA 3,2.0,4,SemiAuto-6,2WD,Gasoline,FA,small car,7.0,28.0,37.0,31.0,7.0,Yes
MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,CA,midsize car,7.0,26.0,35.0,30.0,7.0,Yes
MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,CA,small car,7.0,27.0,36.0,30.0,7.0,Yes
MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,FA,midsize car,7.0,26.0,35.0,30.0,7.0,Yes
MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,FA,small car,7.0,27.0,36.0,30.0,7.0,Yes
MAZDA 6,2.5,4,Man-6,2WD,Gasoline,CA,midsize car,7.0,24.0,33.0,27.0,6.0,No
MAZDA 6,2.5,4,Man-6,2WD,Gasoline,FA,midsize car,7.0,24.0,33.0,27.0,6.0,No
MAZDA 6,2.5,4,SemiAuto-6,2WD,Gasoline,CA,midsize car,7.0,26.0,35.0,29.0,6.0,No
MAZDA 6,2.5,4,SemiAuto-6,2WD,Gasoline,FA,midsize car,7.0,26.0,35.0,29.0,6.0,No
MAZDA 6,2.5,4,SemiAuto-6,2WD,Gasoline,CA,midsize car,3.0,23.0,31.0,26.0,5.0,No
MAZDA 6,2.5,4,SemiAuto-6,2WD,Gasoline,FA,midsize car,3.0,23.0,31.0,26.0,5.0,No
MAZDA CX-3,2.0,4,SemiAuto-6,2WD,Gasoline,CA,small car,3.0,29.0,34.0,31.0,7.0,Yes
MAZDA CX-3,2.0,4,SemiAuto-6,2WD,Gasoline,FA,small car,3.0,29.0,34.0,31.0,7.0,Yes
MAZDA CX-3,2.0,4,SemiAuto-6,4WD,Gasoline,CA,small car,3.0,27.0,32.0,29.0,6.0,No
MAZDA CX-3,2.0,4,SemiAuto-6,4WD,Gasoline,FA,small car,3.0,27.0,32.0,29.0,6.0,No
MAZDA CX-5 2WD,2.5,4,SemiAuto-6,2WD,Gasoline,CA,small SUV,7.0,25.0,31.0,28.0,6.0,No
MAZDA CX-5 2WD,2.5,4,SemiAuto-6,2WD,Gasoline,FA,small SUV,7.0,25.0,31.0,28.0,6.0,No
MAZDA CX-5 4WD,2.5,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,7.0,24.0,30.0,26.0,5.0,No
MAZDA CX-5 4WD,2.5,4,SemiAuto-6,4WD,Gasoline,FA,small SUV,7.0,24.0,30.0,26.0,5.0,No
MAZDA CX-9,2.5,4,SemiAuto-6,2WD,Gasoline,CA,small SUV,3.0,22.0,28.0,24.0,5.0,No
MAZDA CX-9,2.5,4,SemiAuto-6,2WD,Gasoline,FA,small SUV,3.0,22.0,28.0,24.0,5.0,No
MAZDA CX-9,2.5,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,3.0,20.0,26.0,23.0,5.0,No
MAZDA CX-9,2.5,4,SemiAuto-6,4WD,Gasoline,FA,small SUV,3.0,20.0,26.0,23.0,5.0,No
MAZDA MX-5,2.0,4,Man-6,2WD,Gasoline,CA,small car,3.0,26.0,33.0,29.0,6.0,No
MAZDA MX-5,2.0,4,Man-6,2WD,Gasoline,FA,small car,3.0,26.0,33.0,29.0,6.0,No
MAZDA MX-5,2.0,4,SemiAuto-6,2WD,Gasoline,CA,small car,3.0,26.0,35.0,29.0,6.0,No
MAZDA MX-5,2.0,4,SemiAuto-6,2WD,Gasoline,FA,small car,3.0,26.0,35.0,29.0,6.0,No
MERCEDES-BENZ AMG C43 4Matic,3.0,6,Auto-9,4WD,Gasoline,FA,small car,5.0,19.0,26.0,22.0,4.0,No
MERCEDES-BENZ AMG C43 4Matic,3.0,6,Auto-9,4WD,Gasoline,FA,small car,5.0,20.0,27.0,22.0,4.0,No
MERCEDES-BENZ AMG C43 4Matic,3.0,6,Auto-9,4WD,Gasoline,FA,small car,5.0,20.0,27.0,23.0,5.0,No
MERCEDES-BENZ AMG C63,4.0,8,Auto-7,2WD,Gasoline,CA,small car,5.0,17.0,22.0,19.0,3.0,No
MERCEDES-BENZ AMG C63,4.0,8,Auto-7,2WD,Gasoline,CA,small car,5.0,17.0,23.0,19.0,3.0,No
MERCEDES-BENZ AMG C63,4.0,8,Auto-7,2WD,Gasoline,CA,small car,5.0,18.0,24.0,20.0,4.0,No
MERCEDES-BENZ AMG C63,4.0,8,Auto-7,2WD,Gasoline,FA,small car,5.0,17.0,22.0,19.0,3.0,No
MERCEDES-BENZ AMG C63,4.0,8,Auto-7,2WD,Gasoline,FA,small car,5.0,17.0,23.0,19.0,3.0,No
MERCEDES-BENZ AMG C63,4.0,8,Auto-7,2WD,Gasoline,FA,small car,5.0,18.0,24.0,20.0,4.0,No
MERCEDES-BENZ AMG C63 S,4.0,8,Auto-7,2WD,Gasoline,CA,small car,5.0,17.0,22.0,19.0,3.0,No
MERCEDES-BENZ AMG C63 S,4.0,8,Auto-7,2WD,Gasoline,CA,small car,5.0,17.0,23.0,19.0,3.0,No
MERCEDES-BENZ AMG C63 S,4.0,8,Auto-7,2WD,Gasoline,CA,small car,5.0,18.0,24.0,20.0,4.0,No
MERCEDES-BENZ AMG C63 S,4.0,8,Auto-7,2WD,Gasoline,FA,small car,5.0,17.0,22.0,19.0,3.0,No
